"Index","Feature_name","Mean","Stddev"
"48","K_48_neg_coef_neg_coef_ratio_max","0.332358992314213","0.277982918266333"
"49","K_49_active_coef_weight1_count","0.308874432234432","0.241082290672041"
"50","K_51_active_coef_weight1_mean","0.0247371917296443","0.130958363995671"
"51","K_52_active_coef_weight1_stddev","0.024519435002571","0.132172134547354"
"52","K_53_active_coef_weight1_min","0.0114471429308664","0.0786479907595541"
"53","K_54_active_coef_weight1_max","0.0026","0.0509289578898916"
"54","K_57_active_coef_weight2_mean","0.336422123398119","0.202685800829262"
"55","K_58_active_coef_weight2_stddev","0.334927249646726","0.250643877593405"
"56","K_59_active_coef_weight2_min","0.276594871573318","0.231282886026623"
"57","K_60_active_coef_weight2_max","0.457700531398846","0.269189478565345"
"58","K_63_active_coef_weight3_mean","0.300936415807616","0.197139267854008"
"59","K_64_active_coef_weight3_stddev","0.314986587117247","0.239760809907678"
"60","K_65_active_coef_weight3_min","0.21705990744435","0.215829935848138"
"61","K_66_active_coef_weight3_max","0.411902258933516","0.235585536356622"
"62","K_69_active_coef_weight4_mean","0.258370617208406","0.193771769764459"
"63","K_70_active_coef_weight4_stddev","0.286993007036508","0.237267839415189"
"64","K_71_active_coef_weight4_min","0.135766694965824","0.176104949004383"
"65","K_72_active_coef_weight4_max","0.351571604231869","0.265507928491561"
"66","poly(N_1_objective, 2, raw = TRUE)[, 2]","0.000877501663939109","0.00161146808692921"
"67","poly(N_9_solution_value, 2, raw = TRUE)[, 2]","0.211881735798606","0.245770214625649"
"68","poly(N_14_incumbent_value, 2, raw = TRUE)[, 2]","0.4212","0.49380089901252"
"69","poly(N_15_average_incumbent_value, 2, raw = TRUE)[, 2]","0.425924044934046","0.410084963558452"
"70","poly(N_20_solution_infeasibility, 2, raw = TRUE)[, 2]","0.0788825943980594","0.0728230668275118"
"71","poly(N_21_edge_mean, 2, raw = TRUE)[, 2]","0.0926477879356998","0.0376159499933284"
"72","poly(N_22_edge_min, 2, raw = TRUE)[, 2]","0.32498104978355","0.179923351605489"
"73","poly(N_23_edge_max, 2, raw = TRUE)[, 2]","0.00568769810456896","0.0170622205712653"
"74","poly(N_24_bias_mean, 2, raw = TRUE)[, 2]","0.347696101177078","0.15654145671346"
"75","poly(N_25_bias_min, 2, raw = TRUE)[, 2]","2.28168458931268","1.09582783554431"
"76","poly(N_26_bias_max, 2, raw = TRUE)[, 2]","0.101910401008697","0.243981787165226"
"77","poly(N_27_obj_cos_sim_mean, 2, raw = TRUE)[, 2]","0.141987561872364","0.0496555123278504"
"78","poly(N_28_obj_cos_sim_min, 2, raw = TRUE)[, 2]","0.817948585558569","0.164456277620207"
"79","poly(N_29_obj_cos_sim_max, 2, raw = TRUE)[, 2]","0.00938842281725248","0.00654694329549284"
"80","poly(N_30_is_tight_mean, 2, raw = TRUE)[, 2]","0.0126814790249251","0.0125265437069434"
"81","poly(N_33_dual_solution_mean, 2, raw = TRUE)[, 2]","8.76157926984877e-07","1.70513052109229e-06"
"82","poly(N_34_dual_solution_min, 2, raw = TRUE)[, 2]","0.000325608889290522","0.000647970654927665"
"83","poly(N_36_scaled_age_mean, 2, raw = TRUE)[, 2]","0.0471565596337466","0.0220381224882532"
"84","poly(N_38_scaled_age_max, 2, raw = TRUE)[, 2]","0.110570033917571","0.0455351362031116"
"85","poly(K_1_obj_coef, 2, raw = TRUE)[, 2]","0.121994519638336","0.193069787068115"
"86","poly(K_4_n_rows, 2, raw = TRUE)[, 2]","0.33253835725299","0.222212250421829"
"87","poly(K_5_rows_deg_mean, 2, raw = TRUE)[, 2]","0.51405418936134","0.223979136473864"
"88","poly(K_6_rows_deg_stddev, 2, raw = TRUE)[, 2]","0.778060689607935","0.20743728206196"
"89","poly(K_7_rows_deg_min, 2, raw = TRUE)[, 2]","0.295859337868481","0.252649646765651"
"90","poly(K_9_rows_pos_coefs_count, 2, raw = TRUE)[, 2]","0.284360784166287","0.229265419966407"
"91","poly(K_14_rows_neg_coefs_count, 2, raw = TRUE)[, 2]","0.444271807756716","0.275776515136867"
"92","poly(K_15_rows_neg_coefs_mean, 2, raw = TRUE)[, 2]","0.339316487598294","0.253200283025556"
"93","poly(K_16_rows_neg_coefs_stddev, 2, raw = TRUE)[, 2]","0.311655526239612","0.191379764281849"
"94","poly(K_17_rows_neg_coefs_min, 2, raw = TRUE)[, 2]","0.387783320277078","0.243214182906997"
"95","poly(K_18_rows_neg_coefs_max, 2, raw = TRUE)[, 2]","0.624028879415865","0.293574116919288"
"96","poly(K_21_pseudocost_up, 2, raw = TRUE)[, 2]","0.314917373255782","0.288695004245888"
"97","poly(K_22_pseudocost_down, 2, raw = TRUE)[, 2]","0.154085147556802","0.232170789108809"
"98","poly(K_23_pseudocost_ratio, 2, raw = TRUE)[, 2]","0.142550128123673","0.241185461320988"
"99","poly(K_24_pseudocost_sum, 2, raw = TRUE)[, 2]","0.283821792540928","0.268511950061868"
"100","poly(K_25_pseudocost_product, 2, raw = TRUE)[, 2]","0.168832464776392","0.212618891288975"
"101","poly(K_26_n_cutoff_up, 2, raw = TRUE)[, 2]","0.0266381300024831","0.129840289345526"
"102","poly(K_27_n_cutoff_down, 2, raw = TRUE)[, 2]","0.024113744143703","0.127013952747157"
"103","poly(K_28_n_cutoff_up_ratio, 2, raw = TRUE)[, 2]","0.0241622825612621","0.122225773960384"
"104","poly(K_29_n_cutoff_down_ratio, 2, raw = TRUE)[, 2]","0.0257690959077734","0.126451323368292"
"105","poly(K_32_rows_dynamic_deg_min, 2, raw = TRUE)[, 2]","0.314107179138322","0.261727126709958"
"106","poly(K_34_rows_dynamic_deg_mean_ratio, 2, raw = TRUE)[, 2]","0.122135536515772","0.203575258612482"
"107","poly(K_35_rows_dynamic_deg_min_ratio, 2, raw = TRUE)[, 2]","0.328173094408266","0.244961775245633"
"108","poly(K_36_rows_dynamic_deg_max_ratio, 2, raw = TRUE)[, 2]","0.0819183840338412","0.175097324187337"
"109","poly(K_37_coef_pos_rhs_ratio_min, 2, raw = TRUE)[, 2]","0.0622","0.241154081570708"
"110","poly(K_38_coef_pos_rhs_ratio_max, 2, raw = TRUE)[, 2]","0.21324475308642","0.357882791117208"
"111","poly(K_41_pos_coef_pos_coef_ratio_min, 2, raw = TRUE)[, 2]","0.209663577209414","0.233230556221916"
"112","poly(K_42_pos_coef_pos_coef_ratio_max, 2, raw = TRUE)[, 2]","0.145799892898039","0.262098522196905"
"113","poly(K_48_neg_coef_neg_coef_ratio_max, 2, raw = TRUE)[, 2]","0.187721547719417","0.278843707584979"
"114","poly(K_49_active_coef_weight1_count, 2, raw = TRUE)[, 2]","0.153512461629646","0.209145245650877"
"115","poly(K_51_active_coef_weight1_mean, 2, raw = TRUE)[, 2]","0.0177585917364718","0.103976509781334"
"116","poly(K_52_active_coef_weight1_stddev, 2, raw = TRUE)[, 2]","0.0180671819490191","0.105255678258499"
"117","poly(K_53_active_coef_weight1_min, 2, raw = TRUE)[, 2]","0.00631530643050448","0.0652509232283375"
"118","poly(K_54_active_coef_weight1_max, 2, raw = TRUE)[, 2]","0.0026","0.0509289578898916"
"119","poly(K_57_active_coef_weight2_mean, 2, raw = TRUE)[, 2]","0.154253162662727","0.195312218250917"
"120","poly(K_58_active_coef_weight2_stddev, 2, raw = TRUE)[, 2]","0.174986051460303","0.211136278829453"
"121","poly(K_59_active_coef_weight2_min, 2, raw = TRUE)[, 2]","0.12998579799479","0.198486642309532"
"122","poly(K_60_active_coef_weight2_max, 2, raw = TRUE)[, 2]","0.281938259217994","0.303440659563017"
"123","poly(K_63_active_coef_weight3_mean, 2, raw = TRUE)[, 2]","0.129418844510962","0.177037898559969"
"124","poly(K_64_active_coef_weight3_stddev, 2, raw = TRUE)[, 2]","0.156690298982163","0.201385305845453"
"125","poly(K_65_active_coef_weight3_min, 2, raw = TRUE)[, 2]","0.0936882481157198","0.17822603341994"
"126","poly(K_66_active_coef_weight3_max, 2, raw = TRUE)[, 2]","0.225152915745983","0.241477744105824"
"127","poly(K_69_active_coef_weight4_mean, 2, raw = TRUE)[, 2]","0.104295365094551","0.164984076849663"
"128","poly(K_70_active_coef_weight4_stddev, 2, raw = TRUE)[, 2]","0.138649754503085","0.199762677324339"
"129","poly(K_71_active_coef_weight4_min, 2, raw = TRUE)[, 2]","0.0494393459351667","0.141886931040128"
"130","poly(K_72_active_coef_weight4_max, 2, raw = TRUE)[, 2]","0.194082954102032","0.262884481070613"
"131","N_1_objective:N_9_solution_value","0.00650075201118148","0.00637037409010777"
"132","N_1_objective:N_14_incumbent_value","0.00593241291604102","0.010110048322859"
"133","N_1_objective:N_15_average_incumbent_value","0.00977222006263306","0.0116420051685028"
"134","N_1_objective:N_20_solution_infeasibility","0.00483743493553724","0.00469467751056699"
"135","N_1_objective:N_21_edge_mean","-0.00681143824503768","0.0061005718603147"
"136","N_1_objective:N_22_edge_min","-0.0126262793833987","0.0114453146869892"
"137","N_1_objective:N_23_edge_max","-0.00125118807285897","0.00185093832981979"
"138","N_1_objective:N_24_bias_mean","-0.0137076346289688","0.0123796241194207"
"139","N_1_objective:N_25_bias_min","-0.0346889126177758","0.0324298904725268"
"140","N_1_objective:N_26_bias_max","0.00231891023013516","0.00872733881895844"
"141","N_1_objective:N_27_obj_cos_sim_mean","-0.00893260592591837","0.00796436975545685"
"142","N_1_objective:N_28_obj_cos_sim_min","-0.02082712583","0.0174256453030639"
"143","N_1_objective:N_29_obj_cos_sim_max","-0.00245548398968406","0.00283502612994767"
"144","N_1_objective:N_30_is_tight_mean","0.00289482328769844","0.00362218563569216"
"145","N_1_objective:N_33_dual_solution_mean","-2.46825720809628e-05","4.47575058135718e-05"
"146","N_1_objective:N_34_dual_solution_min","-0.000434065839799385","0.000711806715166368"
"147","N_1_objective:N_36_scaled_age_mean","0.00438905497614956","0.0031667901678271"
"148","N_1_objective:N_38_scaled_age_max","0.00720740139973257","0.00576299100650647"
"149","N_1_objective:K_1_obj_coef","0.00980783888753887","0.0157220736404068"
"150","N_1_objective:K_4_n_rows","0.0141573094261311","0.0147626526390627"
"151","N_1_objective:K_5_rows_deg_mean","0.017065745929635","0.0156593685712807"
"152","N_1_objective:K_6_rows_deg_stddev","0.0201430202993324","0.0167500763839738"
"153","N_1_objective:K_7_rows_deg_min","0.011306680766901","0.0120613757987617"
"154","N_1_objective:K_9_rows_pos_coefs_count","0.0116368588001529","0.012163893206906"
"155","N_1_objective:K_14_rows_neg_coefs_count","0.0164889745166149","0.016934980530356"
"156","N_1_objective:K_15_rows_neg_coefs_mean","0.00953755690580253","0.0064578843566202"
"157","N_1_objective:K_16_rows_neg_coefs_stddev","0.0136119820622368","0.0144767824393669"
"158","N_1_objective:K_17_rows_neg_coefs_min","0.010960127196955","0.00859771932198252"
"159","N_1_objective:K_18_rows_neg_coefs_max","0.0147183854243915","0.011171605585357"
"160","N_1_objective:K_21_pseudocost_up","0.0133760075109974","0.0157138825836424"
"161","N_1_objective:K_22_pseudocost_down","0.00507844105668689","0.00644528758045387"
"162","N_1_objective:K_23_pseudocost_ratio","0.00420697703357094","0.00579978700067454"
"163","N_1_objective:K_24_pseudocost_sum","0.0125586141934886","0.0145392535683221"
"164","N_1_objective:K_25_pseudocost_product","0.00694398433631724","0.00827970333588333"
"165","N_1_objective:K_26_n_cutoff_up","0.00106554067036814","0.00488765498855873"
"166","N_1_objective:K_27_n_cutoff_down","0.000843779128848902","0.00441653709420674"
"167","N_1_objective:K_28_n_cutoff_up_ratio","0.00107070506849575","0.00514780696891542"
"168","N_1_objective:K_29_n_cutoff_down_ratio","0.00088330615737539","0.00433997557321071"
"169","N_1_objective:K_32_rows_dynamic_deg_min","0.0115378313129213","0.0120115391974297"
"170","N_1_objective:K_34_rows_dynamic_deg_mean_ratio","0.00432869454300364","0.00427792861088825"
"171","N_1_objective:K_35_rows_dynamic_deg_min_ratio","0.012110960892472","0.0122324246317175"
"172","N_1_objective:K_36_rows_dynamic_deg_max_ratio","0.00291171528782294","0.00619859949623917"
"173","N_1_objective:K_37_coef_pos_rhs_ratio_min","0.00147692432242116","0.00744172909353161"
"174","N_1_objective:K_38_coef_pos_rhs_ratio_max","0.00523646026851789","0.0117095249383998"
"175","N_1_objective:K_41_pos_coef_pos_coef_ratio_min","0.00868948958013644","0.0108434168223645"
"176","N_1_objective:K_42_pos_coef_pos_coef_ratio_max","0.00644613441228511","0.00905178688820838"
"177","N_1_objective:K_48_neg_coef_neg_coef_ratio_max","0.00971224096672645","0.0140487368148848"
"178","N_1_objective:K_49_active_coef_weight1_count","0.0100808312212149","0.0145530776250574"
"179","N_1_objective:K_51_active_coef_weight1_mean","0.000867455648567979","0.00582249583497378"
"180","N_1_objective:K_52_active_coef_weight1_stddev","0.000715043299688665","0.00432665494067686"
"181","N_1_objective:K_53_active_coef_weight1_min","0.000362805591106693","0.00288862537737353"
"182","N_1_objective:K_54_active_coef_weight1_max","0.0001128214130996","0.00239144013704187"
"183","N_1_objective:K_57_active_coef_weight2_mean","0.00700050839184258","0.00694913302971563"
"184","N_1_objective:K_58_active_coef_weight2_stddev","0.00897144074759229","0.0106541139766106"
"185","N_1_objective:K_59_active_coef_weight2_min","0.00485174237937447","0.00555716742012461"
"186","N_1_objective:K_60_active_coef_weight2_max","0.0108732483290101","0.012369892057429"
"187","N_1_objective:K_63_active_coef_weight3_mean","0.00601879362438108","0.00578033124762936"
"188","N_1_objective:K_64_active_coef_weight3_stddev","0.00844576889912075","0.0104168404745075"
"189","N_1_objective:K_65_active_coef_weight3_min","0.00343164118969433","0.00391728435031588"
"190","N_1_objective:K_66_active_coef_weight3_max","0.00971915592191292","0.0111775773691545"
"191","N_1_objective:K_69_active_coef_weight4_mean","0.00757638362082811","0.0102668942249919"
"192","N_1_objective:K_70_active_coef_weight4_stddev","0.00938063811962672","0.0132777443010454"
"193","N_1_objective:K_71_active_coef_weight4_min","0.00286126572499503","0.00513312431249014"
"194","N_1_objective:K_72_active_coef_weight4_max","0.0116990702909472","0.0167754805290436"
"195","N_9_solution_value:N_14_incumbent_value","0.241771054235537","0.321549226055241"
"196","N_9_solution_value:N_15_average_incumbent_value","0.245340287006646","0.273572605449691"
"197","N_9_solution_value:N_20_solution_infeasibility","0.105948788937861","0.0880211477346369"
"198","N_9_solution_value:N_21_edge_mean","-0.11610709519246","0.093619882486379"
"199","N_9_solution_value:N_22_edge_min","-0.212487616168704","0.171981042624492"
"200","N_9_solution_value:N_23_edge_max","-0.0187286140880985","0.0438188016727956"
"201","N_9_solution_value:N_24_bias_mean","-0.207095385032888","0.150017086996381"
"202","N_9_solution_value:N_25_bias_min","-0.538154000342478","0.41779479645606"
"203","N_9_solution_value:N_26_bias_max","0.0470003978090626","0.149824703156122"
"204","N_9_solution_value:N_27_obj_cos_sim_mean","-0.129093199658395","0.0873018411278837"
"205","N_9_solution_value:N_28_obj_cos_sim_min","-0.325000217644304","0.233066359836837"
"206","N_9_solution_value:N_29_obj_cos_sim_max","-0.0307450942073496","0.0232247522960205"
"207","N_9_solution_value:N_30_is_tight_mean","0.0292543470074801","0.018826256018656"
"208","N_9_solution_value:N_33_dual_solution_mean","-0.000219582866119581","0.000241332930691595"
"209","N_9_solution_value:N_34_dual_solution_min","-0.00492640082030356","0.00634932174649163"
"210","N_9_solution_value:N_36_scaled_age_mean","0.0839208376488572","0.0693222402303024"
"211","N_9_solution_value:N_38_scaled_age_max","0.121970553258575","0.0920485754583483"
"212","N_9_solution_value:K_1_obj_coef","0.0714601331565996","0.0741730304952336"
"213","N_9_solution_value:K_4_n_rows","0.183526673431129","0.149503040317705"
"214","N_9_solution_value:K_5_rows_deg_mean","0.228916050962985","0.170382821222358"
"215","N_9_solution_value:K_6_rows_deg_stddev","0.303151512858233","0.229180835656636"
"216","N_9_solution_value:K_7_rows_deg_min","0.172309115416614","0.16102585195215"
"217","N_9_solution_value:K_9_rows_pos_coefs_count","0.186820701014439","0.174837135378515"
"218","N_9_solution_value:K_14_rows_neg_coefs_count","0.196509054824332","0.154082528882809"
"219","N_9_solution_value:K_15_rows_neg_coefs_mean","0.23143552453255","0.221723333708307"
"220","N_9_solution_value:K_16_rows_neg_coefs_stddev","0.173747534806165","0.13955651531235"
"221","N_9_solution_value:K_17_rows_neg_coefs_min","0.245098704840937","0.224206474064468"
"222","N_9_solution_value:K_18_rows_neg_coefs_max","0.3098812861394","0.257791048619503"
"223","N_9_solution_value:K_21_pseudocost_up","0.121555140078553","0.0707397974427871"
"224","N_9_solution_value:K_22_pseudocost_down","0.16687799442685","0.219376628963409"
"225","N_9_solution_value:K_23_pseudocost_ratio","0.149687545011113","0.198963483944283"
"226","N_9_solution_value:K_24_pseudocost_sum","0.127984933598796","0.0805700415471437"
"227","N_9_solution_value:K_25_pseudocost_product","0.144392894758481","0.139645246500962"
"228","N_9_solution_value:K_26_n_cutoff_up","0.0152754058425881","0.0665511694958576"
"229","N_9_solution_value:K_27_n_cutoff_down","0.0173587174612507","0.0783774410315068"
"230","N_9_solution_value:K_28_n_cutoff_up_ratio","0.0124929390152356","0.0527851905743221"
"231","N_9_solution_value:K_29_n_cutoff_down_ratio","0.0185134374841081","0.0798396859251543"
"232","N_9_solution_value:K_32_rows_dynamic_deg_min","0.177059738074945","0.15722043504274"
"233","N_9_solution_value:K_34_rows_dynamic_deg_mean_ratio","0.125785953544803","0.178215091737135"
"234","N_9_solution_value:K_35_rows_dynamic_deg_min_ratio","0.191718003231792","0.16392583680105"
"235","N_9_solution_value:K_36_rows_dynamic_deg_max_ratio","0.0615762286827737","0.141911688920745"
"236","N_9_solution_value:K_37_coef_pos_rhs_ratio_min","0.0232235205924063","0.108946394016852"
"237","N_9_solution_value:K_38_coef_pos_rhs_ratio_max","0.0963507355685942","0.201742097444546"
"238","N_9_solution_value:K_41_pos_coef_pos_coef_ratio_min","0.142824734467949","0.15581761262949"
"239","N_9_solution_value:K_42_pos_coef_pos_coef_ratio_max","0.115120955558146","0.151032469234707"
"240","N_9_solution_value:K_48_neg_coef_neg_coef_ratio_max","0.103878582666936","0.125755377900871"
"241","N_9_solution_value:K_49_active_coef_weight1_count","0.0769716906663375","0.069929069164393"
"242","N_9_solution_value:K_51_active_coef_weight1_mean","0.00820318313903515","0.0543812124234865"
"243","N_9_solution_value:K_52_active_coef_weight1_stddev","0.00876752100963176","0.0596101573795928"
"244","N_9_solution_value:K_53_active_coef_weight1_min","0.00450315580588343","0.0430077983254471"
"245","N_9_solution_value:K_54_active_coef_weight1_max","0.000438013232295198","0.0105528407050991"
"246","N_9_solution_value:K_57_active_coef_weight2_mean","0.149685098661035","0.177455066793203"
"247","N_9_solution_value:K_58_active_coef_weight2_stddev","0.107609239061695","0.135596022788361"
"248","N_9_solution_value:K_59_active_coef_weight2_min","0.135291406947403","0.182870661733785"
"249","N_9_solution_value:K_60_active_coef_weight2_max","0.180847035173056","0.195924753132243"
"250","N_9_solution_value:K_63_active_coef_weight3_mean","0.142080232572933","0.176956743753811"
"251","N_9_solution_value:K_64_active_coef_weight3_stddev","0.102694557045978","0.1324056980288"
"252","N_9_solution_value:K_65_active_coef_weight3_min","0.117462981505354","0.177414282294313"
"253","N_9_solution_value:K_66_active_coef_weight3_max","0.168007201812366","0.181736229359774"
"254","N_9_solution_value:K_69_active_coef_weight4_mean","0.0981638550367967","0.125988775193947"
"255","N_9_solution_value:K_70_active_coef_weight4_stddev","0.0878209062271253","0.114662881335154"
"256","N_9_solution_value:K_71_active_coef_weight4_min","0.0665448419180245","0.123922329147768"
"257","N_9_solution_value:K_72_active_coef_weight4_max","0.114333379045944","0.129844748723897"
"258","N_14_incumbent_value:N_15_average_incumbent_value","0.299554439241439","0.415070011476834"
"259","N_14_incumbent_value:N_20_solution_infeasibility","0.124062500241523","0.169505625668196"
"260","N_14_incumbent_value:N_21_edge_mean","-0.131590986415393","0.160078506426387"
"261","N_14_incumbent_value:N_22_edge_min","-0.240055315177169","0.298209677928757"
"262","N_14_incumbent_value:N_23_edge_max","-0.0205350450276183","0.0579064399103243"
"263","N_14_incumbent_value:N_24_bias_mean","-0.225959594521075","0.280667080922922"
"264","N_14_incumbent_value:N_25_bias_min","-0.596257275141176","0.754323721394925"
"265","N_14_incumbent_value:N_26_bias_max","0.0515718329598754","0.207529025279179"
"266","N_14_incumbent_value:N_27_obj_cos_sim_mean","-0.139598306649157","0.171736170209997"
"267","N_14_incumbent_value:N_28_obj_cos_sim_min","-0.361066857376038","0.441706508244043"
"268","N_14_incumbent_value:N_29_obj_cos_sim_max","-0.0326451795675151","0.0430240321227298"
"269","N_14_incumbent_value:N_30_is_tight_mean","0.0312951507800477","0.0443319508885833"
"270","N_14_incumbent_value:N_33_dual_solution_mean","-0.000202750999302004","0.00035461393594457"
"271","N_14_incumbent_value:N_34_dual_solution_min","-0.00484524497119042","0.00896989861526311"
"272","N_14_incumbent_value:N_36_scaled_age_mean","0.0958142164069405","0.117192392207028"
"273","N_14_incumbent_value:N_38_scaled_age_max","0.136227372044055","0.165925527021055"
"274","N_14_incumbent_value:K_1_obj_coef","0.0616219722574546","0.115686023523189"
"275","N_14_incumbent_value:K_4_n_rows","0.200152543205692","0.272052046792278"
"276","N_14_incumbent_value:K_5_rows_deg_mean","0.243282127373754","0.330294452185769"
"277","N_14_incumbent_value:K_6_rows_deg_stddev","0.332493792319346","0.431602099157685"
"278","N_14_incumbent_value:K_7_rows_deg_min","0.189739047619048","0.274051257890326"
"279","N_14_incumbent_value:K_9_rows_pos_coefs_count","0.217224111959741","0.292431474373885"
"280","N_14_incumbent_value:K_14_rows_neg_coefs_count","0.203715151983746","0.292445581349249"
"281","N_14_incumbent_value:K_15_rows_neg_coefs_mean","0.274184119710494","0.34907415245842"
"282","N_14_incumbent_value:K_16_rows_neg_coefs_stddev","0.186380117885207","0.260114995027348"
"283","N_14_incumbent_value:K_17_rows_neg_coefs_min","0.287684112239316","0.357822220213487"
"284","N_14_incumbent_value:K_18_rows_neg_coefs_max","0.362873867079224","0.439161282714516"
"285","N_14_incumbent_value:K_21_pseudocost_up","0.129718444878425","0.210453234248987"
"286","N_14_incumbent_value:K_22_pseudocost_down","0.193092210881647","0.282994729344382"
"287","N_14_incumbent_value:K_23_pseudocost_ratio","0.181076543344775","0.279835916575981"
"288","N_14_incumbent_value:K_24_pseudocost_sum","0.13799783335049","0.209235330016451"
"289","N_14_incumbent_value:K_25_pseudocost_product","0.168229046131096","0.248097900888682"
"290","N_14_incumbent_value:K_26_n_cutoff_up","0.0193538311688312","0.107113343885482"
"291","N_14_incumbent_value:K_27_n_cutoff_down","0.0232101354201354","0.119363934635097"
"292","N_14_incumbent_value:K_28_n_cutoff_up_ratio","0.0138057552439675","0.0793309937846403"
"293","N_14_incumbent_value:K_29_n_cutoff_down_ratio","0.0256723891585072","0.125928029292712"
"294","N_14_incumbent_value:K_32_rows_dynamic_deg_min","0.192666666666667","0.275415136167311"
"295","N_14_incumbent_value:K_34_rows_dynamic_deg_mean_ratio","0.151478390517962","0.249432768998598"
"296","N_14_incumbent_value:K_35_rows_dynamic_deg_min_ratio","0.212571625927375","0.288991353234941"
"297","N_14_incumbent_value:K_36_rows_dynamic_deg_max_ratio","0.0749110392248755","0.202020069860565"
"298","N_14_incumbent_value:K_37_coef_pos_rhs_ratio_min","0.0258","0.157604974114313"
"299","N_14_incumbent_value:K_38_coef_pos_rhs_ratio_max","0.107011111111111","0.287891570621204"
"300","N_14_incumbent_value:K_41_pos_coef_pos_coef_ratio_min","0.15637381681861","0.24811513967061"
"301","N_14_incumbent_value:K_42_pos_coef_pos_coef_ratio_max","0.135091793669294","0.233531256176189"
"302","N_14_incumbent_value:K_48_neg_coef_neg_coef_ratio_max","0.106127664388908","0.204804319110248"
"303","N_14_incumbent_value:K_49_active_coef_weight1_count","0.0781033477633478","0.143842427104687"
"304","N_14_incumbent_value:K_51_active_coef_weight1_mean","0.00989383715282281","0.0823158071770883"
"305","N_14_incumbent_value:K_52_active_coef_weight1_stddev","0.011172776812001","0.0937471612532862"
"306","N_14_incumbent_value:K_53_active_coef_weight1_min","0.0054000834807156","0.0602940252304518"
"307","N_14_incumbent_value:K_54_active_coef_weight1_max","6e-04","0.0244899969781623"
"308","N_14_incumbent_value:K_57_active_coef_weight2_mean","0.170337487787728","0.252099455227761"
"309","N_14_incumbent_value:K_58_active_coef_weight2_stddev","0.118773707675348","0.225353682762455"
"310","N_14_incumbent_value:K_59_active_coef_weight2_min","0.156366681055113","0.248823447367065"
